41, 111, 229, 281, 322, 402 (10)
41, 111, 259, 281, 322, 402 (10)
42, 110, 156, 165, 263, 277 (15)
42, 110, 156, 165, 263, 427 (15)
42, 110, 156, 165, 277, 427 (15)
42, 110, 156, 263, 277, 427 (16)
42, 110, 165, 263, 277, 427 (17)
42, 156, 165, 263, 277, 427 (15)
43, 61, 93, 108, 185, 354 (17)
43, 61, 93, 108, 185, 420 (17)
43, 61, 93, 108, 185, 489 (18)
43, 61, 93, 108, 354, 420 (17)
43, 61, 93, 108, 354, 489 (18)
43, 61, 93, 108, 420, 489 (18)
43, 61, 93, 185, 354, 420 (17)
43, 61, 93, 185, 354, 489 (18)
43, 61, 93, 185, 420, 489 (18)
43, 61, 93, 354, 420, 489 (18)
43, 61, 108, 185, 354, 420 (16)
43, 61, 108, 185, 354, 489 (17)
43, 61, 108, 185, 420, 489 (17)
43, 61, 108, 354, 420, 489 (17)
43, 61, 185, 354, 420, 489 (17)
43, 93, 108, 185, 354, 420 (16)
43, 93, 108, 185, 354, 489 (17)
43, 93, 108, 185, 420, 489 (17)
43, 93, 108, 354, 420, 489 (17)
43, 93, 185, 354, 420, 489 (17)
43, 108, 185, 354, 420, 489 (16)
45, 55, 204, 222, 236, 239 (13)
45, 55, 204, 222, 236, 416 (13)
45, 55, 204, 222, 239, 416 (13)
45, 55, 204, 236, 239, 416 (13)
45, 55, 222, 236, 239, 416 (13)
45, 77, 120, 243, 443, 462 (10)
45, 98, 112, 198, 263, 354 (12)
45, 98, 112, 198, 263, 392 (12)
45, 98, 112, 198, 354, 392 (12)
45, 98, 112, 263, 354, 392 (12)
45, 98, 198, 263, 354, 392 (12)
45, 112, 198, 263, 354, 392 (12)
45, 132, 146, 234, 368, 390 (14)
45, 132, 146, 234, 368, 469 (13)
45, 132, 146, 234, 390, 469 (13)
45, 132, 146, 368, 390, 469 (13)
45, 132, 234, 368, 390, 469 (13)
45, 146, 234, 368, 390, 469 (13)
45, 204, 222, 236, 239, 416 (13)
48, 78, 274, 352, 370, 413 (10)
53, 57, 111, 143, 145, 413 (13)
53, 58, 205, 275, 474, 489 (12)
53, 124, 205, 266, 326, 411 (14)
53, 124, 205, 266, 326, 480 (14)
53, 124, 205, 266, 411, 480 (14)
53, 124, 205, 326, 411, 480 (15)
53, 124, 266, 326, 411, 480 (14)
53, 130, 180, 230, 239, 285 (10)
53, 130, 180, 230, 239, 299 (10)
53, 130, 180, 230, 239, 354 (10)
53, 130, 180, 230, 285, 299 (10)
53, 130, 180, 230, 285, 354 (10)
53, 130, 180, 230, 299, 354 (10)
53, 130, 180, 239, 285, 299 (12)
53, 130, 180, 239, 285, 354 (12)
53, 130, 180, 239, 299, 354 (12)
53, 130, 180, 285, 299, 354 (12)
53, 130, 230, 239, 285, 299 (11)
53, 130, 230, 239, 285, 354 (11)
53, 130, 230, 239, 299, 354 (11)
53, 130, 230, 285, 299, 354 (11)
53, 130, 239, 285, 299, 354 (13)
53, 180, 230, 239, 285, 299 (10)
53, 180, 230, 239, 285, 354 (10)
53, 180, 230, 239, 299, 354 (10)
53, 180, 230, 285, 299, 354 (10)
53, 180, 239, 285, 299, 354 (12)
53, 205, 266, 326, 411, 480 (14)
53, 230, 239, 285, 299, 354 (11)
54, 158, 226, 275, 419, 440 (15)
55, 140, 162, 227, 242, 305 (11)
55, 140, 162, 227, 242, 470 (11)
55, 140, 162, 227, 305, 470 (11)
55, 140, 162, 242, 305, 470 (11)
55, 140, 227, 242, 305, 470 (11)
55, 162, 227, 242, 305, 470 (11)
55, 204, 222, 236, 239, 416 (13)
60, 93, 208, 280, 294, 368 (11)
61, 70, 71, 205, 300, 377 (16)
61, 70, 71, 205, 300, 394 (15)
61, 70, 71, 205, 300, 438 (16)
61, 70, 71, 205, 300, 480 (15)
61, 70, 71, 205, 377, 394 (15)
61, 70, 71, 205, 377, 438 (16)
61, 70, 71, 205, 377, 480 (15)
61, 70, 71, 205, 394, 438 (15)
61, 70, 71, 205, 394, 480 (14)
61, 70, 71, 205, 438, 480 (15)
61, 70, 71, 300, 377, 394 (15)
61, 70, 71, 300, 377, 438 (16)
61, 70, 71, 300, 377, 480 (15)
61, 70, 71, 300, 394, 438 (15)
61, 70, 71, 300, 394, 480 (14)
61, 70, 71, 300, 438, 480 (15)
61, 70, 71, 377, 394, 438 (15)
61, 70, 71, 377, 394, 480 (14)
61, 70, 71, 377, 438, 480 (15)
61, 70, 71, 394, 438, 480 (14)
61, 70, 205, 300, 377, 394 (15)
61, 70, 205, 300, 377, 438 (16)
61, 70, 205, 300, 377, 480 (15)
61, 70, 205, 300, 394, 438 (15)
61, 70, 205, 300, 394, 480 (14)
61, 70, 205, 300, 438, 480 (15)
61, 70, 205, 377, 394, 438 (15)
61, 70, 205, 377, 394, 480 (14)
61, 70, 205, 377, 438, 480 (15)
61, 70, 205, 394, 438, 480 (14)
61, 70, 300, 377, 394, 438 (15)
61, 70, 300, 377, 394, 480 (14)
61, 70, 300, 377, 438, 480 (15)
61, 70, 300, 394, 438, 480 (14)
61, 70, 377, 394, 438, 480 (14)
61, 71, 205, 300, 377, 394 (15)
61, 71, 205, 300, 377, 438 (16)
61, 71, 205, 300, 377, 480 (15)
61, 71, 205, 300, 394, 438 (15)
61, 71, 205, 300, 394, 480 (14)
61, 71, 205, 300, 438, 480 (15)
61, 71, 205, 377, 394, 438 (15)
61, 71, 205, 377, 394, 480 (14)
61, 71, 205, 377, 438, 480 (15)
61, 71, 205, 394, 438, 480 (14)
61, 71, 300, 377, 394, 438 (15)
61, 71, 300, 377, 394, 480 (14)
61, 71, 300, 377, 438, 480 (15)
61, 71, 300, 394, 438, 480 (14)
61, 71, 377, 394, 438, 480 (14)
61, 93, 108, 185, 354, 420 (16)
61, 93, 108, 185, 354, 489 (17)
61, 93, 108, 185, 420, 489 (17)
61, 93, 108, 354, 420, 489 (17)
61, 93, 185, 354, 420, 489 (17)
61, 108, 185, 354, 420, 489 (16)
61, 145, 227, 229, 239, 486 (12)
61, 205, 300, 377, 394, 438 (15)
61, 205, 300, 377, 394, 480 (14)
61, 205, 300, 377, 438, 480 (15)
61, 205, 300, 394, 438, 480 (14)
61, 205, 377, 394, 438, 480 (14)
61, 300, 377, 394, 438, 480 (14)
63, 201, 332, 350, 362, 381 (13)
63, 201, 332, 350, 362, 477 (13)
63, 201, 332, 350, 381, 477 (13)
63, 201, 332, 362, 381, 477 (13)
63, 201, 350, 362, 381, 477 (13)
63, 332, 350, 362, 381, 477 (13)
65, 71, 110, 307, 328, 338 (14)
65, 71, 110, 307, 328, 401 (14)
65, 71, 110, 307, 338, 401 (14)
65, 71, 110, 328, 338, 401 (14)
