112, 120, 154, 343, 360, 405, 419 (13)
115, 196, 249, 285, 289, 362, 443 (14)
115, 196, 249, 285, 289, 362, 470 (14)
115, 196, 249, 285, 289, 443, 470 (14)
115, 196, 249, 285, 362, 443, 470 (14)
115, 196, 249, 289, 362, 443, 470 (15)
115, 196, 285, 289, 362, 443, 470 (16)
115, 249, 285, 289, 362, 443, 470 (14)
120, 132, 160, 350, 419, 438, 490 (11)
120, 190, 322, 367, 414, 486, 490 (11)
127, 175, 279, 381, 414, 427, 428 (14)
130, 180, 230, 239, 285, 299, 354 (11)
132, 145, 322, 346, 365, 408, 474 (14)
140, 145, 197, 205, 239, 419, 475 (11)
145, 318, 368, 412, 427, 460, 474 (12)
183, 319, 339, 357, 377, 387, 460 (11)
187, 196, 217, 306, 333, 359, 413 (15)
187, 196, 217, 306, 333, 359, 424 (15)
187, 196, 217, 306, 333, 359, 443 (15)
187, 196, 217, 306, 333, 359, 471 (14)
187, 196, 217, 306, 333, 413, 424 (16)
187, 196, 217, 306, 333, 413, 443 (15)
187, 196, 217, 306, 333, 413, 471 (15)
187, 196, 217, 306, 333, 424, 443 (15)
187, 196, 217, 306, 333, 424, 471 (15)
187, 196, 217, 306, 333, 443, 471 (14)
187, 196, 217, 306, 359, 413, 424 (16)
187, 196, 217, 306, 359, 413, 443 (16)
187, 196, 217, 306, 359, 413, 471 (15)
187, 196, 217, 306, 359, 424, 443 (16)
187, 196, 217, 306, 359, 424, 471 (15)
187, 196, 217, 306, 359, 443, 471 (15)
187, 196, 217, 306, 413, 424, 443 (16)
187, 196, 217, 306, 413, 424, 471 (16)
187, 196, 217, 306, 413, 443, 471 (15)
187, 196, 217, 306, 424, 443, 471 (15)
187, 196, 217, 333, 359, 413, 424 (16)
187, 196, 217, 333, 359, 413, 443 (16)
187, 196, 217, 333, 359, 413, 471 (15)
187, 196, 217, 333, 359, 424, 443 (16)
187, 196, 217, 333, 359, 424, 471 (15)
187, 196, 217, 333, 359, 443, 471 (15)
187, 196, 217, 333, 413, 424, 443 (16)
187, 196, 217, 333, 413, 424, 471 (16)
187, 196, 217, 333, 413, 443, 471 (15)
187, 196, 217, 333, 424, 443, 471 (15)
187, 196, 217, 359, 413, 424, 443 (17)
187, 196, 217, 359, 413, 424, 471 (16)
187, 196, 217, 359, 413, 443, 471 (16)
187, 196, 217, 359, 424, 443, 471 (16)
187, 196, 217, 413, 424, 443, 471 (16)
187, 196, 306, 333, 359, 413, 424 (16)
187, 196, 306, 333, 359, 413, 443 (16)
187, 196, 306, 333, 359, 413, 471 (15)
187, 196, 306, 333, 359, 424, 443 (16)
187, 196, 306, 333, 359, 424, 471 (15)
187, 196, 306, 333, 359, 443, 471 (15)
187, 196, 306, 333, 413, 424, 443 (16)
187, 196, 306, 333, 413, 424, 471 (16)
187, 196, 306, 333, 413, 443, 471 (15)
187, 196, 306, 333, 424, 443, 471 (15)
187, 196, 306, 359, 413, 424, 443 (17)
187, 196, 306, 359, 413, 424, 471 (16)
187, 196, 306, 359, 413, 443, 471 (16)
187, 196, 306, 359, 424, 443, 471 (16)
187, 196, 306, 413, 424, 443, 471 (16)
187, 196, 333, 359, 413, 424, 443 (17)
187, 196, 333, 359, 413, 424, 471 (16)
187, 196, 333, 359, 413, 443, 471 (16)
187, 196, 333, 359, 424, 443, 471 (16)
187, 196, 333, 413, 424, 443, 471 (16)
187, 196, 359, 413, 424, 443, 471 (17)
187, 217, 306, 333, 359, 413, 424 (15)
187, 217, 306, 333, 359, 413, 443 (15)
187, 217, 306, 333, 359, 413, 471 (14)
187, 217, 306, 333, 359, 424, 443 (15)
187, 217, 306, 333, 359, 424, 471 (14)
187, 217, 306, 333, 359, 443, 471 (14)
187, 217, 306, 333, 413, 424, 443 (15)
187, 217, 306, 333, 413, 424, 471 (15)
187, 217, 306, 333, 413, 443, 471 (14)
187, 217, 306, 333, 424, 443, 471 (14)
187, 217, 306, 359, 413, 424, 443 (16)
187, 217, 306, 359, 413, 424, 471 (15)
187, 217, 306, 359, 413, 443, 471 (15)
187, 217, 306, 359, 424, 443, 471 (15)
187, 217, 306, 413, 424, 443, 471 (15)
187, 217, 333, 359, 413, 424, 443 (17)
187, 217, 333, 359, 413, 424, 471 (16)
187, 217, 333, 359, 413, 443, 471 (16)
187, 217, 333, 359, 424, 443, 471 (16)
187, 217, 333, 413, 424, 443, 471 (16)
187, 217, 359, 413, 424, 443, 471 (17)
187, 306, 333, 359, 413, 424, 443 (16)
187, 306, 333, 359, 413, 424, 471 (15)
187, 306, 333, 359, 413, 443, 471 (15)
187, 306, 333, 359, 424, 443, 471 (15)
187, 306, 333, 413, 424, 443, 471 (15)
187, 306, 359, 413, 424, 443, 471 (16)
187, 333, 359, 413, 424, 443, 471 (17)
196, 217, 306, 333, 359, 413, 424 (16)
196, 217, 306, 333, 359, 413, 443 (16)
196, 217, 306, 333, 359, 413, 471 (15)
196, 217, 306, 333, 359, 424, 443 (16)
196, 217, 306, 333, 359, 424, 471 (15)
196, 217, 306, 333, 359, 443, 471 (15)
196, 217, 306, 333, 413, 424, 443 (16)
196, 217, 306, 333, 413, 424, 471 (16)
196, 217, 306, 333, 413, 443, 471 (15)
196, 217, 306, 333, 424, 443, 471 (15)
196, 217, 306, 359, 413, 424, 443 (17)
196, 217, 306, 359, 413, 424, 471 (16)
196, 217, 306, 359, 413, 443, 471 (16)
196, 217, 306, 359, 424, 443, 471 (16)
196, 217, 306, 413, 424, 443, 471 (16)
196, 217, 333, 359, 413, 424, 443 (17)
196, 217, 333, 359, 413, 424, 471 (16)
196, 217, 333, 359, 413, 443, 471 (16)
196, 217, 333, 359, 424, 443, 471 (16)
196, 217, 333, 413, 424, 443, 471 (16)
196, 217, 359, 413, 424, 443, 471 (17)
196, 249, 285, 289, 362, 443, 470 (15)
196, 306, 333, 359, 413, 424, 443 (17)
196, 306, 333, 359, 413, 424, 471 (16)
196, 306, 333, 359, 413, 443, 471 (16)
196, 306, 333, 359, 424, 443, 471 (16)
196, 306, 333, 413, 424, 443, 471 (16)
196, 306, 359, 413, 424, 443, 471 (17)
196, 333, 359, 413, 424, 443, 471 (17)
216, 286, 338, 354, 402, 414, 442 (16)
216, 286, 338, 354, 402, 414, 470 (15)
216, 286, 338, 354, 402, 442, 470 (15)
216, 286, 338, 354, 414, 442, 470 (15)
216, 286, 338, 402, 414, 442, 470 (15)
216, 286, 354, 402, 414, 442, 470 (15)
216, 338, 354, 402, 414, 442, 470 (15)
217, 306, 333, 359, 413, 424, 443 (17)
217, 306, 333, 359, 413, 424, 471 (16)
217, 306, 333, 359, 413, 443, 471 (16)
217, 306, 333, 359, 424, 443, 471 (16)
217, 306, 333, 413, 424, 443, 471 (16)
217, 306, 359, 413, 424, 443, 471 (17)
217, 333, 359, 413, 424, 443, 471 (18)
286, 338, 354, 402, 414, 442, 470 (15)
306, 333, 359, 413, 424, 443, 471 (17)
309, 314, 354, 377, 381, 390, 448 (10)
